entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R,mae_1,mfe_1,close_1,mae_2,mfe_2,close_2,mae_3,mfe_3,close_3,mae_4,mfe_4,close_4,mae_5,mfe_5,close_5,mae_6,mfe_6,close_6,mae_7,mfe_7,close_7,mae_8,mfe_8,close_8,mae_change_1_8,mae_change_2_8,mae_change_3_8,mae_change_5_8,mfe_change_1_8,mfe_change_2_8,mfe_change_3_8,mfe_change_5_8,close_change_1_8,close_change_2_8,close_change_3_8,close_change_5_8,mfe_minus_mae_8,mfe_to_mae_8,mae_speed_1_8,mae_speed_3_8,mae_speed_5_8,mfe_speed_1_8,mfe_speed_3_8,mfe_speed_5_8,mae_path_std_8,mfe_path_std_8,close_path_std_8,final_profitable,early_adverse,recovery_group,mae_threshold,strategy_R,strategy_exit_bar,strategy_exit_reason,filter_triggered,mae_crossing_bar
2021-12-31 10:51:00-05:00,2021-12-31 10:53:00-05:00,2021-12-30,0.976894721631538,0.5351648450339929,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,18,16359.75,21,1.36,0.15,-0.46,17,6,LOSS,stop,-1.0444,3,0.35,0.07,-0.3,1.0,0.07,-0.96,1.14,0.07,-1.05,1.26,0.07,-1.1,1.33,0.07,-1.27,1.36,0.07,-1.13,1.36,0.07,-1.01,1.36,0.07,-1.12,1.36,0.07,-0.92,1.36,0.07,-0.68,1.36,0.07,-0.59,1.36,0.07,-0.67,1.36,0.07,-0.74,1.36,0.07,-0.42,1.36,0.07,-0.33,1.36,0.1,0.01,1.36,0.15,-0.21,1.36,0.15,-0.31,1.36,0.15,-0.13,1.36,0.15,-0.46,0.35,0.07,-0.3,1.0,0.07,-0.96,1.14,0.07,-1.05,1.26,0.07,-1.1,1.33,0.07,-1.27,1.36,0.07,-1.13,1.36,0.07,-1.01,1.36,0.07,-1.12,1.0100000000000002,0.3600000000000001,0.2200000000000002,0.03,0.0,0.0,0.0,0.0,-0.8200000000000001,-0.1600000000000001,-0.07,0.1499999999999999,-1.29,0.0514705882352941,0.17,0.044,0.01,0.00875,0.0,0.0,0.3462451649997647,0.0,0.2947032405658275,False,True,FAILURE,0.7,0.96,2,mae_filter_exit,True,2.0
2022-01-03 11:37:00-05:00,2022-01-03 11:44:00-05:00,2022-01-02,0.8914123526397322,0.4443182124350004,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,7,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,19,16384.25,21,1.92,0.42,-0.34,1,11,LOSS,stop,-1.0444,3,-0.01,0.42,0.25,-0.01,0.42,0.38,0.06,0.42,0.0,0.68,0.42,-0.53,0.86,0.42,-0.7,0.96,0.42,-0.91,1.02,0.42,-0.83,1.02,0.42,-0.86,1.09,0.42,-0.91,1.67,0.42,-1.61,1.92,0.42,-1.6,1.92,0.42,-1.41,1.92,0.42,-0.74,1.92,0.42,-0.62,1.92,0.42,-0.66,1.92,0.42,-0.67,1.92,0.42,-0.65,1.92,0.42,-0.72,1.92,0.42,-0.58,1.92,0.42,-0.34,-0.01,0.42,0.25,-0.01,0.42,0.38,0.06,0.42,0.0,0.68,0.42,-0.53,0.86,0.42,-0.7,0.96,0.42,-0.91,1.02,0.42,-0.83,1.02,0.42,-0.86,1.03,1.03,0.96,0.16,0.0,0.0,0.0,0.0,-1.11,-1.24,-0.86,-0.16,-0.6000000000000001,0.4117647058823529,0.1275,0.192,0.0533333333333333,0.0525,0.0,0.0,0.4760177067534958,0.0,0.5283937925449163,False,True,FAILURE,0.7,0.7,5,mae_filter_exit,True,5.0
2022-01-05 12:09:00-05:00,2022-01-05 12:29:00-05:00,2022-01-04,0.7648963149635788,0.4350813223526453,25.0,1.75,20,-9.5,-10.61,-0.4244,timeout,20,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,20,16121.25,21,0.98,0.17,-0.38,4,13,LOSS,timeout,-0.4244,3,0.2,0.1,0.03,0.2,0.15,-0.13,0.42,0.15,-0.28,0.42,0.17,-0.04,0.42,0.17,-0.28,0.42,0.17,-0.33,0.5,0.17,-0.39,0.91,0.17,-0.47,0.91,0.17,-0.58,0.91,0.17,-0.48,0.91,0.17,-0.31,0.91,0.17,-0.52,0.98,0.17,-0.72,0.98,0.17,-0.69,0.98,0.17,-0.64,0.98,0.17,-0.6,0.98,0.17,-0.56,0.98,0.17,-0.58,0.98,0.17,-0.48,0.98,0.17,-0.38,0.2,0.1,0.03,0.2,0.15,-0.13,0.42,0.15,-0.28,0.42,0.17,-0.04,0.42,0.17,-0.28,0.42,0.17,-0.33,0.5,0.17,-0.39,0.91,0.17,-0.47,0.71,0.71,0.49,0.49,0.07,0.02,0.02,0.0,-0.5,-0.3399999999999999,-0.1899999999999999,-0.1899999999999999,-0.74,0.1868131868131868,0.11375,0.098,0.1633333333333333,0.02125,0.004,0.0,0.2207738014995697,0.0244584195260913,0.1738585221215391,False,True,FAILURE,0.7,0.47,8,mae_filter_exit,True,8.0
2022-01-07 13:50:00-05:00,2022-01-07 14:10:00-05:00,2022-01-06,0.950854238239974,0.5051101511491104,25.0,1.75,20,-8.75,-9.86,-0.3944,timeout,20,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,21,15593.25,21,0.84,0.85,-0.35,15,7,LOSS,timeout,-0.3944,3,0.47,0.1,-0.35,0.58,0.1,-0.42,0.73,0.1,-0.65,0.73,0.1,-0.37,0.73,0.1,-0.38,0.75,0.1,-0.62,0.84,0.1,-0.62,0.84,0.1,-0.6,0.84,0.1,-0.46,0.84,0.1,-0.52,0.84,0.1,-0.31,0.84,0.1,-0.02,0.84,0.1,-0.1,0.84,0.11,-0.19,0.84,0.85,0.63,0.84,0.85,0.29,0.84,0.85,-0.05,0.84,0.85,0.02,0.84,0.85,-0.1,0.84,0.85,-0.35,0.47,0.1,-0.35,0.58,0.1,-0.42,0.73,0.1,-0.65,0.73,0.1,-0.37,0.73,0.1,-0.38,0.75,0.1,-0.62,0.84,0.1,-0.62,0.84,0.1,-0.6,0.37,0.26,0.1099999999999999,0.1099999999999999,0.0,0.0,0.0,0.0,-0.25,-0.18,0.05,-0.2199999999999999,-0.74,0.119047619047619,0.105,0.022,0.0366666666666666,0.0125,0.0,0.0,0.1259747707167703,0.0,0.1317397325898953,False,True,FAILURE,0.7,0.65,3,mae_filter_exit,True,3.0
2022-01-12 14:03:00-05:00,2022-01-12 14:09:00-05:00,2022-01-11,1.0,0.5616585987947588,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,22,15861.25,21,2.07,0.07,-1.93,1,20,LOSS,stop,-1.0444,3,0.53,0.07,-0.18,0.7,0.07,-0.27,0.71,0.07,-0.42,0.71,0.07,-0.52,0.74,0.07,-0.49,1.01,0.07,-0.47,1.01,0.07,-0.57,1.01,0.07,-0.64,1.33,0.07,-1.12,1.33,0.07,-0.88,1.33,0.07,-1.19,1.42,0.07,-1.25,1.42,0.07,-1.12,1.42,0.07,-1.08,1.42,0.07,-1.3,1.42,0.07,-1.19,1.59,0.07,-1.52,1.67,0.07,-1.62,2.05,0.07,-1.96,2.07,0.07,-1.93,0.53,0.07,-0.18,0.7,0.07,-0.27,0.71,0.07,-0.42,0.71,0.07,-0.52,0.74,0.07,-0.49,1.01,0.07,-0.47,1.01,0.07,-0.57,1.01,0.07,-0.64,0.48,0.31,0.3,0.27,0.0,0.0,0.0,0.0,-0.46,-0.37,-0.22,-0.15,-0.94,0.0693069306930693,0.12625,0.06,0.09,0.00875,0.0,0.0,0.1832055831962708,0.0,0.1527836939691443,False,True,FAILURE,0.7,0.27,2,mae_filter_exit,True,2.0
2022-04-22 12:02:00-04:00,2022-04-22 12:22:00-04:00,2022-04-21,0.7824780337618399,0.5035072199585389,25.0,1.75,20,2.25,1.14,0.0456,timeout,20,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00,23,13509.5,21,0.79,0.96,0.09,9,5,WIN,timeout,0.0456,4,0.19,0.09,-0.07,0.35,0.09,-0.32,0.76,0.09,-0.32,0.76,0.09,-0.51,0.79,0.09,-0.46,0.79,0.41,0.38,0.79,0.56,0.44,0.79,0.83,0.65,0.79,0.96,0.93,0.79,0.96,0.38,0.79,0.96,0.17,0.79,0.96,0.14,0.79,0.96,0.25,0.79,0.96,0.23,0.79,0.96,-0.19,0.79,0.96,0.38,0.79,0.96,0.21,0.79,0.96,-0.34,0.79,0.96,-0.22,0.79,0.96,0.09,0.19,0.09,-0.07,0.35,0.09,-0.32,0.76,0.09,-0.32,0.76,0.09,-0.51,0.79,0.09,-0.46,0.79,0.41,0.38,0.79,0.56,0.44,0.79,0.83,0.65,0.6000000000000001,0.44,0.03,0.0,0.74,0.74,0.74,0.74,0.72,0.97,0.97,1.11,0.0399999999999999,1.050632911392405,0.09875,0.006,0.0,0.10375,0.148,0.2466666666666666,0.2402825717477534,0.2874239029725955,0.4529880950816635,True,True,RECOVERY,0.7,0.32,3,mae_filter_exit,True,3.0
2022-05-26 09:30:00-04:00,2022-05-26 09:32:00-04:00,2022-05-25,1.0,0.5134271924556838,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,24,11912.25,21,6.8,0.02,-6.46,1,19,LOSS,stop,-1.0444,5,0.74,0.02,-0.69,1.52,0.02,-0.99,1.8,0.02,-1.39,2.89,0.02,-2.75,3.86,0.02,-3.67,3.86,0.02,-3.55,4.15,0.02,-4.11,5.75,0.02,-5.17,5.75,0.02,-4.67,5.75,0.02,-4.99,5.75,0.02,-4.57,5.75,0.02,-4.74,5.88,0.02,-5.01,5.88,0.02,-5.18,5.88,0.02,-4.86,5.88,0.02,-4.75,6.22,0.02,-5.76,6.55,0.02,-6.52,6.8,0.02,-6.16,6.8,0.02,-6.46,0.74,0.02,-0.69,1.52,0.02,-0.99,1.8,0.02,-1.39,2.89,0.02,-2.75,3.86,0.02,-3.67,3.86,0.02,-3.55,4.15,0.02,-4.11,5.75,0.02,-5.17,5.01,4.23,3.95,1.89,0.0,0.0,0.0,0.0,-4.48,-4.18,-3.78,-1.5,-5.73,0.0034782608695652,0.71875,0.79,0.63,0.0025,0.0,0.0,1.650700608832504,0.0,1.619982363219692,False,True,FAILURE,0.7,0.69,1,mae_filter_exit,True,1.0
2022-06-09 13:45:00-04:00,2022-06-09 13:58:00-04:00,2022-06-08,0.938095238095238,0.5816329707969129,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,13,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,25,12512.5,21,1.32,0.0,-0.08,1,14,LOSS,stop,-1.0444,5,0.37,0.0,-0.21,0.47,0.0,-0.37,0.55,0.0,-0.48,0.55,0.0,-0.44,0.71,0.0,-0.49,0.78,0.0,-0.76,0.78,0.0,-0.48,0.78,0.0,-0.56,0.78,0.0,-0.49,0.78,0.0,-0.52,0.78,0.0,-0.73,0.92,0.0,-0.83,1.04,0.0,-0.84,1.32,0.0,-1.19,1.32,0.0,-0.8,1.32,0.0,-0.94,1.32,0.0,-0.97,1.32,0.0,-0.52,1.32,0.0,-0.42,1.32,0.0,-0.08,0.37,0.0,-0.21,0.47,0.0,-0.37,0.55,0.0,-0.48,0.55,0.0,-0.44,0.71,0.0,-0.49,0.78,0.0,-0.76,0.78,0.0,-0.48,0.78,0.0,-0.56,0.41,0.31,0.2299999999999999,0.07,0.0,0.0,0.0,0.0,-0.3500000000000001,-0.19,-0.08,-0.07,-0.78,0.0,0.0975,0.046,0.0233333333333333,0.0,0.0,0.0,0.1601728976539325,0.0,0.1563820870267984,False,True,FAILURE,0.7,0.49,5,mae_filter_exit,True,5.0
2022-06-29 15:01:00-04:00,2022-06-29 15:06:00-04:00,2022-06-28,0.7714911488528294,0.5811836925335291,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,26,11655.25,21,1.77,0.43,-1.35,2,17,LOSS,stop,-1.0444,5,0.14,0.2,0.11,0.14,0.43,0.04,0.36,0.43,-0.27,0.46,0.43,-0.26,1.01,0.43,-0.75,1.16,0.43,-0.85,1.22,0.43,-1.19,1.28,0.43,-1.12,1.28,0.43,-0.85,1.28,0.43,-0.58,1.28,0.43,-0.76,1.28,0.43,-0.75,1.28,0.43,-0.74,1.28,0.43,-0.68,1.28,0.43,-1.0,1.65,0.43,-1.6,1.77,0.43,-1.58,1.77,0.43,-0.96,1.77,0.43,-0.97,1.77,0.43,-1.35,0.14,0.2,0.11,0.14,0.43,0.04,0.36,0.43,-0.27,0.46,0.43,-0.26,1.01,0.43,-0.75,1.16,0.43,-0.85,1.22,0.43,-1.19,1.28,0.43,-1.12,1.14,1.14,0.92,0.27,0.2299999999999999,0.0,0.0,0.0,-1.2300000000000002,-1.16,-0.8500000000000001,-0.3700000000000001,-0.8500000000000001,0.3359375,0.16,0.184,0.09,0.05375,0.0,0.0,0.4944387149659124,0.0813172798364529,0.5083850481110328,False,True,FAILURE,0.7,0.75,5,mae_filter_exit,True,5.0
2022-07-22 14:25:00-04:00,2022-07-22 14:33:00-04:00,2022-07-21,0.9909730264796642,0.5603523053312871,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,8,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,27,12353.25,21,1.27,0.35,-0.39,7,9,LOSS,stop,-1.0444,5,0.54,0.01,-0.39,0.67,0.01,-0.42,0.71,0.01,-0.65,0.71,0.01,-0.54,0.71,0.01,-0.23,0.71,0.13,-0.02,0.71,0.35,0.03,1.11,0.35,-0.83,1.27,0.35,-0.95,1.27,0.35,-0.83,1.27,0.35,-0.7,1.27,0.35,-0.22,1.27,0.35,-0.48,1.27,0.35,-0.5,1.27,0.35,-0.47,1.27,0.35,-0.1,1.27,0.35,-0.2,1.27,0.35,-0.28,1.27,0.35,-0.09,1.27,0.35,-0.39,0.54,0.01,-0.39,0.67,0.01,-0.42,0.71,0.01,-0.65,0.71,0.01,-0.54,0.71,0.01,-0.23,0.71,0.13,-0.02,0.71,0.35,0.03,1.11,0.35,-0.83,0.5700000000000001,0.44,0.4000000000000001,0.4000000000000001,0.3399999999999999,0.3399999999999999,0.3399999999999999,0.3399999999999999,-0.4399999999999999,-0.41,-0.1799999999999999,-0.6,-0.7600000000000001,0.3153153153153152,0.13875,0.08,0.1333333333333334,0.04375,0.0679999999999999,0.1133333333333333,0.1630019719424978,0.1538087866707973,0.2983017408119311,False,True,FAILURE,0.7,0.65,3,mae_filter_exit,True,3.0
2022-07-28 12:20:00-04:00,2022-07-28 12:24:00-04:00,2022-07-27,0.93528836806556,0.511385422922088,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,28,12638.0,21,1.65,0.06,-1.04,1,11,LOSS,stop,-1.0444,5,0.42,0.06,-0.34,0.81,0.06,-0.79,0.9,0.06,-0.88,1.14,0.06,-1.13,1.18,0.06,-0.83,1.18,0.06,-0.78,1.18,0.06,-0.94,1.23,0.06,-1.21,1.41,0.06,-1.25,1.44,0.06,-1.38,1.65,0.06,-1.51,1.65,0.06,-1.18,1.65,0.06,-0.83,1.65,0.06,-1.06,1.65,0.06,-1.07,1.65,0.06,-1.04,1.65,0.06,-1.07,1.65,0.06,-1.0,1.65,0.06,-1.17,1.65,0.06,-1.04,0.42,0.06,-0.34,0.81,0.06,-0.79,0.9,0.06,-0.88,1.14,0.06,-1.13,1.18,0.06,-0.83,1.18,0.06,-0.78,1.18,0.06,-0.94,1.23,0.06,-1.21,0.81,0.4199999999999999,0.3299999999999999,0.05,0.0,0.0,0.0,0.0,-0.8699999999999999,-0.4199999999999999,-0.3299999999999999,-0.38,-1.17,0.048780487804878,0.15375,0.0659999999999999,0.0166666666666666,0.0075,0.0,0.0,0.2808151400069855,0.0,0.2631539473388153,False,True,FAILURE,0.7,0.79,2,mae_filter_exit,True,2.0
2022-07-29 09:30:00-04:00,2022-07-29 09:31:00-04:00,2022-07-28,0.7927603907093141,0.4680812259513801,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,1,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,29,12794.75,21,3.34,2.02,-2.71,7,18,LOSS,stop,-1.0444,5,1.06,0.01,-0.18,1.06,0.63,0.25,1.06,0.63,0.45,1.06,0.89,0.83,1.06,1.65,1.64,1.06,1.78,1.76,1.06,2.02,1.46,1.06,2.02,0.75,1.06,2.02,-0.21,1.22,2.02,-1.14,2.38,2.02,-2.24,2.8,2.02,-2.65,2.8,2.02,-2.21,2.8,2.02,-1.93,3.2,2.02,-2.38,3.2,2.02,-2.41,3.2,2.02,-2.65,3.34,2.02,-2.92,3.34,2.02,-2.61,3.34,2.02,-2.71,1.06,0.01,-0.18,1.06,0.63,0.25,1.06,0.63,0.45,1.06,0.89,0.83,1.06,1.65,1.64,1.06,1.78,1.76,1.06,2.02,1.46,1.06,2.02,0.75,0.0,0.0,0.0,0.0,2.01,1.39,1.39,0.3700000000000001,0.93,0.5,0.3,-0.8899999999999999,0.96,1.9056603773584904,0.1325,0.0,0.0,0.2525,0.278,0.1233333333333333,0.0,0.7602243559822136,0.6982017719010131,False,True,FAILURE,0.7,0.18,1,mae_filter_exit,True,1.0
2022-08-04 09:30:00-04:00,2022-08-04 09:33:00-04:00,2022-08-03,0.9997392971884982,0.531785325059496,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00,30,13266.25,21,2.91,0.85,-1.97,1,16,LOSS,stop,-1.0444,5,0.28,0.85,0.55,0.89,0.85,-0.83,1.01,0.85,-0.28,1.01,0.85,-0.68,1.95,0.85,-1.58,1.95,0.85,-1.5,1.95,0.85,-1.1,1.95,0.85,-0.07,1.95,0.85,0.38,1.95,0.85,-0.27,1.95,0.85,-1.24,1.95,0.85,-1.42,2.11,0.85,-1.86,2.49,0.85,-2.36,2.67,0.85,-2.12,2.91,0.85,-2.71,2.91,0.85,-2.47,2.91,0.85,-2.45,2.91,0.85,-1.76,2.91,0.85,-1.97,0.28,0.85,0.55,0.89,0.85,-0.83,1.01,0.85,-0.28,1.01,0.85,-0.68,1.95,0.85,-1.58,1.95,0.85,-1.5,1.95,0.85,-1.1,1.95,0.85,-0.07,1.67,1.06,0.94,0.0,0.0,0.0,0.0,0.0,-0.6200000000000001,0.76,0.21,1.51,-1.1,0.4358974358974359,0.24375,0.188,0.0,0.10625,0.0,0.0,0.6571787645469295,0.0,0.7295779112414442,False,True,FAILURE,0.7,0.83,2,mae_filter_exit,True,2.0
2022-08-10 12:26:00-04:00,2022-08-10 12:36:00-04:00,2022-08-09,0.8364825581395349,0.4807337578262181,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,10,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,31,13323.75,21,1.12,0.03,-0.77,1,15,LOSS,stop,-1.0444,6,0.32,0.03,-0.29,0.47,0.03,-0.4,0.63,0.03,-0.6,0.63,0.03,-0.53,0.63,0.03,-0.53,0.68,0.03,-0.41,0.84,0.03,-0.76,0.84,0.03,-0.71,0.98,0.03,-0.83,1.04,0.03,-0.72,1.04,0.03,-0.81,1.09,0.03,-0.99,1.09,0.03,-0.95,1.1,0.03,-1.04,1.12,0.03,-1.04,1.12,0.03,-0.55,1.12,0.03,-0.81,1.12,0.03,-0.84,1.12,0.03,-0.69,1.12,0.03,-0.77,0.32,0.03,-0.29,0.47,0.03,-0.4,0.63,0.03,-0.6,0.63,0.03,-0.53,0.63,0.03,-0.53,0.68,0.03,-0.41,0.84,0.03,-0.76,0.84,0.03,-0.71,0.52,0.37,0.2099999999999999,0.2099999999999999,0.0,0.0,0.0,0.0,-0.42,-0.3099999999999999,-0.1099999999999999,-0.1799999999999999,-0.8099999999999999,0.0357142857142857,0.105,0.0419999999999999,0.0699999999999999,0.00375,0.0,0.0,0.1741920122820135,0.0,0.1599497689008289,False,True,FAILURE,0.7,0.76,7,mae_filter_exit,True,7.0
2022-08-17 11:52:00-04:00,2022-08-17 12:03:00-04:00,2022-08-16,1.0,0.5472144871499264,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,11,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,32,13409.75,21,1.82,0.14,-0.83,1,14,LOSS,stop,-1.0444,6,0.24,0.14,-0.17,0.51,0.14,-0.46,0.79,0.14,-0.64,0.79,0.14,-0.71,0.79,0.14,-0.72,0.79,0.14,-0.53,0.85,0.14,-0.58,0.97,0.14,-0.84,0.98,0.14,-0.78,0.98,0.14,-0.87,1.09,0.14,-1.08,1.1,0.14,-0.99,1.46,0.14,-1.37,1.82,0.14,-1.63,1.82,0.14,-1.36,1.82,0.14,-1.39,1.82,0.14,-1.22,1.82,0.14,-1.04,1.82,0.14,-1.07,1.82,0.14,-0.83,0.24,0.14,-0.17,0.51,0.14,-0.46,0.79,0.14,-0.64,0.79,0.14,-0.71,0.79,0.14,-0.72,0.79,0.14,-0.53,0.85,0.14,-0.58,0.97,0.14,-0.84,0.73,0.4599999999999999,0.1799999999999999,0.1799999999999999,0.0,0.0,0.0,0.0,-0.6699999999999999,-0.3799999999999999,-0.1999999999999999,-0.12,-0.83,0.1443298969072165,0.12125,0.0359999999999999,0.0599999999999999,0.0175,0.0,0.0,0.2309568605358399,0.0,0.2044810504667852,False,True,FAILURE,0.7,0.64,3,mae_filter_exit,True,3.0
2022-08-18 15:55:00-04:00,2022-08-18 16:15:00-04:00,2022-08-17,1.0,0.4650148099537078,25.0,1.75,20,-15.5,-16.61,-0.6644,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,33,13516.5,21,0.83,0.2,-0.62,3,8,LOSS,timeout,-0.6644,6,0.03,0.18,0.12,0.24,0.18,0.08,0.24,0.2,-0.07,0.55,0.2,-0.48,0.61,0.2,-0.41,0.67,0.2,-0.61,0.77,0.2,-0.76,0.83,0.2,-0.7,0.83,0.2,-0.72,0.83,0.2,-0.6,0.83,0.2,-0.57,0.83,0.2,-0.62,0.83,0.2,-0.56,0.83,0.2,-0.46,0.83,0.2,-0.54,0.83,0.2,-0.58,0.83,0.2,-0.54,0.83,0.2,-0.43,0.83,0.2,-0.32,0.83,0.2,-0.62,0.03,0.18,0.12,0.24,0.18,0.08,0.24,0.2,-0.07,0.55,0.2,-0.48,0.61,0.2,-0.41,0.67,0.2,-0.61,0.77,0.2,-0.76,0.83,0.2,-0.7,0.7999999999999999,0.59,0.59,0.2199999999999999,0.02,0.02,0.0,0.0,-0.82,-0.7799999999999999,-0.6299999999999999,-0.29,-0.6299999999999999,0.2409638554216867,0.10375,0.118,0.0733333333333333,0.025,0.0,0.0,0.2880848089414941,0.0092582009977255,0.3510774232884495,False,True,FAILURE,0.7,0.76,7,mae_filter_exit,True,7.0
2022-08-22 15:46:00-04:00,2022-08-22 15:50:00-04:00,2022-08-21,0.8671055423432213,0.4562219542044305,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,34,12880.0,21,1.83,-0.02,-1.81,1,19,LOSS,stop,-1.0444,6,0.17,-0.02,-0.03,0.35,-0.02,-0.16,0.58,-0.02,-0.56,1.1,-0.02,-1.0,1.25,-0.02,-1.18,1.5,-0.02,-1.08,1.5,-0.02,-1.08,1.5,-0.02,-0.85,1.5,-0.02,-1.12,1.5,-0.02,-0.84,1.5,-0.02,-1.0,1.5,-0.02,-0.86,1.56,-0.02,-1.44,1.56,-0.02,-1.3,1.56,-0.02,-1.53,1.58,-0.02,-1.47,1.63,-0.02,-1.59,1.64,-0.02,-1.61,1.83,-0.02,-1.61,1.83,-0.02,-1.81,0.17,-0.02,-0.03,0.35,-0.02,-0.16,0.58,-0.02,-0.56,1.1,-0.02,-1.0,1.25,-0.02,-1.18,1.5,-0.02,-1.08,1.5,-0.02,-1.08,1.5,-0.02,-0.85,1.33,1.15,0.92,0.25,0.0,0.0,0.0,0.0,-0.82,-0.69,-0.2899999999999999,0.3299999999999999,-1.52,-0.0133333333333333,0.1875,0.184,0.0833333333333333,-0.0025,0.0,0.0,0.549023483754826,0.0,0.4435812053212869,False,True,FAILURE,0.7,1.0,4,mae_filter_exit,True,4.0
2022-08-23 12:20:00-04:00,2022-08-23 12:35:00-04:00,2022-08-22,1.0,0.5883010233944059,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,15,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,35,12884.25,21,1.92,0.09,-1.56,4,17,LOSS,stop,-1.0444,6,0.35,0.02,-0.33,0.45,0.02,-0.33,0.45,0.02,-0.37,0.5,0.09,-0.08,0.5,0.09,-0.29,0.81,0.09,-0.73,0.81,0.09,-0.49,0.81,0.09,-0.21,0.81,0.09,0.0,0.81,0.09,-0.23,0.81,0.09,-0.29,0.81,0.09,-0.51,0.81,0.09,-0.73,0.94,0.09,-0.89,1.13,0.09,-1.06,1.71,0.09,-1.57,1.92,0.09,-1.81,1.92,0.09,-1.79,1.92,0.09,-1.74,1.92,0.09,-1.56,0.35,0.02,-0.33,0.45,0.02,-0.33,0.45,0.02,-0.37,0.5,0.09,-0.08,0.5,0.09,-0.29,0.81,0.09,-0.73,0.81,0.09,-0.49,0.81,0.09,-0.21,0.4600000000000001,0.36,0.36,0.31,0.0699999999999999,0.0699999999999999,0.0699999999999999,0.0,0.12,0.12,0.16,0.0799999999999999,-0.7200000000000001,0.1111111111111111,0.10125,0.072,0.1033333333333333,0.01125,0.0139999999999999,0.0,0.1919821420266553,0.0362284418654735,0.1931644377208185,False,True,FAILURE,0.7,0.73,6,mae_filter_exit,True,6.0
